,pauthor,peditor,ptitle,pyear,paddress,ppublisher,pseries,pid,pkey,ptype_id,pjournal_id,pbooktitle_id,pjournalfull_id,pbooktitlefull_id,partition
100,Sheraz Naseer|Muhammad Younus|Attiq Ahmed,,Vulnerabilities Exposing IEEE 802.16e Networks to DoS Attacks: A Survey.,2008,,,,714460,conf/snpd/NaseerYA08,2,0,42,0,42,1
102,Yoav Nebat|Moshe Sidi,,Parallel downloads for streaming applications - a resequencing analysis.,-2006,,,,2178312,journals/pe/NebatS06,3,35,5,35,5,1
110,The Effect of Viral Media on Business Usage of P2P.,,Danny Hughes|James Walkerdine|Kevin Lee,-2007,,,,616200,conf/p2p/HughesWL07,2,0,50,0,50,1
112,Matthias Fuchs|Christoph Borst|Paolo Robuffo Giordano|Andreas Baumann|Erich Krämer|Jörg Langwald|Robin Gruber|Nikolaus Seitz|Georg Plank|Klaus Kunze|Robert Burger|Florian Schmidt|Thomas Wimböck|Gerd Hirzinger,,Rollin' Justin - Design considerations and realization of a mobile platform for a humanoid upper body.,2009,,,,423660,conf/icra/FuchsBGBKLGSPKBSWH09,1,0,5,0,5,1
113,Jiqiang Lv,,On two DES implementations secure against differential power analysis in smart-cards.,2006,,,,2001624,journals/iandc/Lv06,3,37,5,37,5,1
118,Hardware/software co-synthesis with memory hierarchies.,,Yanbing Li|Wayne Wolf,1998,,,,331837,conf/iccad/LiW98,1,0,55,0,55,1
121,P. F. Lai|J. H. Fang|F. Tsay,,Waveform correlation using relational tree (abstract).,1986,,,,26127,conf/acm/LaiFT86,1,0,56,0,56,1
129,Gordon Graham|Ivelina Gueorguieva|Kelly Dickens,,"A program for the optimum design of pharmacokinetic, pharmacodynamic, drug metabolism and drug-drug interaction models.",2005,,,,2333065,journals/cmpb/GrahamGD05,3,41,0,41,0,1
135,Supporting Change in Business Process Models Using Pattern-Based Constraints.,,Jens Müller,2009,,,,88387,conf/caise/Muller09,1,0,64,0,64,1
136,Flachheitsbasierte Steuerung und Beobachtung von Transportprozessen mit verteiltem Eingriff (Flatness-based Control and Observer Design for Transport Processes with Distributed Control).,,Franz J. Winkler|Boris Lohmann,-2009,,,,2402203,journals/at/WinklerL09,2,43,5,43,5,1
142,Mohd. Zeeshan Ansari|Gitanjali Yadav|Rajesh S. Gokhale|Debasisa Mohanty,,NRPS-PKS: a knowledge-based resource for analysis of NRPS/PKS megasynthases.,2004,,,,2156238,journals/nar/AnsariYGM04,3,45,0,45,0,1
147,Roberto Sacile|Ernesto Montaldo|Massimo Paolucci 0002|Antonio Boccalatte,,Intelligent agents applied to manufacturing: the MAKE-IT approach.,-2000,,,,778642,conf/woa/SacileMPB00,4,0,69,0,69,1
157,Alex Aussem,,Sufficient Conditions for Error Backflow Convergence in Dynamical Recurrent Neural Networks.,2002,,,,2161801,journals/neco/Aussem02,3,0,5,0,5,1
159,Yu Long|Zhenfu Cao|Kefei Chen,,A dynamic threshold commercial key escrow scheme based on conic.,-2005,,,,2304288,journals/amc/LongCC05,3,27,5,27,5,1
168,Zhi-Zhong Chen|Yong Gao|Guohui Lin|Robert Niewiadomski|Yang Wang 0006|Junfeng Wu,,A space-efficient algorithm for sequence alignment with inversions and reversals.,-2004,,,,2239416,journals/tcs/ChenGLNWW04,2,12,78,12,78,1
176,Lusheng Chen|Wei Wang 0004|Shaoping Ling|Caiyan Jia|Fei Wang,,KemaDom: a web server for domain prediction using kernel machine with local context.,2006,,,,2159272,journals/nar/ChenWLJW06,2,45,0,45,0,1
178,Jae-Young Kim|James Won-Ki Hong,,Monitoring Edge-to-Edge Traffic Aggregates in Differentiated Services Networks.,2001,,,,2117362,journals/jnsm/KimH01,2,51,5,51,5,1
187,Matthew S. Eastin|Robert LaRose,,Internet Self-Efficacy and the Psychology of the Digital Divide.,2000,,,,2097875,journals/jcmc/EastinL00,0,55,5,55,5,1
196,Abdelhamid Mellouk|Mustapha Guezouri,,A new methodology to adapt SIP Protocol for voice traffic transported over IP Network.,2006,,,,38211,conf/aict/MelloukG06,2,0,92,0,92,1
198,Ming-Yang Kao|Tak Wah Lam|Wing-Kin Sung|Hing-Fung Ting,,Unbalanced and Hierarchical Bipartite Matchings with Applications to Labeled Tree Comparison.,2000,,,,489355,conf/isaac/KaoLST00,1,0,93,0,93,1
200,Rubén Cuevas Rumín|Eva Jaho|Carmen Guerrero|Ioannis Stavrakakis,,OnMove: a protocol for content distribution in wireless delay tolerant networks based on social information.,2008,,,,844018,conf/conext/RuminJGS08,1,0,94,0,94,1
202,Andreas Birk,,Tutorium: Effektives Testmanagement - Vom notwendigen Übel zum Erfolgsfaktor für IT und Geschäftserfolg.,2008,,,,774779,conf/wimaw/Birk08a,1,0,95,0,95,1
206,Integrating Medical and Genomic Data: a Sucessful Example for Rare Diseases.,,Gaspar S. Dias|José Luís Oliveira|Javier Vicente|Fernando Martín-Sánchez,2006,,,,886649,conf/mie/DiasOVM06,1,0,98,0,98,1
212,Daniel Schmidt 0004|Martin Proetzsch|Karsten Berns,,Simulation and control of an autonomous bucket excavator for landscaping tasks.,-2010,,,,424231,conf/icra/SchmidtPB10,1,0,102,0,102,1
224,S. Chandra|Abha,,A note on pseudo-invexity and duality in nonlinear programming.,2000,,,,2332010,journals/eor/ChandraA00a,3,63,5,63,5,1
225,Towards a Model for Personalized Communication Services Based on User Perception.,,Cláudia M. F. A. Ribeiro|Nelson S. Rosa|Paulo Roberto Freire Cunha,2004,,,,359015,conf/iceis/RibeiroRC04,1,0,107,0,107,1
227,Congwu Chen|Lei Li|Jun Wei,,AOP Based Trustable SLA Compliance Monitoring for Web Services.,2007,,,,652549,conf/qsic/ChenLW07,2,0,109,0,109,1
229,Bilge Saglam Akgul|Vincent John Mooney III,,System-on-a-chip processor synchronization support in hardware.,-2001,,,,166440,conf/date/AkgulM01,4,0,111,0,111,1
230,Nobutaka Suzuki|Minoru Ito|Jun Okui,,On the possibility of path expressions containing backward navigations in object-oriented databases.,-1999,,,,2200048,journals/scjapan/SuzukiIO99,0,0,5,0,5,1
236,Hua-Qing Min|Jia-An Zeng|Jian Chen|Jin-Hui Zhu,,A Study of Reinforcement Learning in a New Multiagent Domain.,2008,,,,306609,conf/iat/MinZCZ08,0,0,0,0,0,1
242,Christian Glasser|Heinz Schmitz|Victor L. Selivanov,,Efficient Algorithms for Membership in Boolean Hierarchies of Regular Languages,2008,,,,1915136,journals/corr/abs-0802-2868,0,5,0,5,0,1
243,Bin Zhou|Mohammed Atiquzzaman,,Performance of Output-Multibuffered Multistage Interconnection Networks.,1994,,,,574520,conf/mascots/ZhouA94,2,0,118,0,118,1
256,Yuanping Zhu|Jun Sun 0004|Akihiro Minagawa|Yoshinobu Hotta|Satoshi Naoi,,Separate Chinese Character and English Character by Cascade Classifier and Feature Selection.,2009,,,,346841,conf/icdar/ZhuSMHN09,1,0,124,0,124,1
260,Andrea Suardi|Antonio Manenti|Andrea Abba|Angelo Geraci,,High-efficiency FPGA Fully-Based Implementation of the Conjugate Gradient Method.,2009,,,,217348,conf/ersa/SuardiMAG09,2,0,128,0,128,1
266,Danmei Chen|Sheng Li|Zoe Kourtzi|Si Wu,,Behavior-constrained support vector machines for fMRI data analysis.,-2010,,,,2349218,journals/tnn/ChenLKW10,3,0,5,0,5,1
267,Block-oriented programmable design with switching network interconnect.,,Chingwei Yeh|Lung-Tien Liu|Chung-Kuan Cheng|T. C. Hu|S. Ahmed|M. Liddel,1994,,,,2290521,journals/tvlsi/YehLCHAL94,2,13,5,13,5,1
279,Nicolas Villar|Albrecht Schmidt|Gerd Kortuem|Hans-Werner Gellersen,,Interacting with proactive public displays.,-2003,,,,1870295,journals/cg/VillarSKG03,0,70,139,70,139,1
280,Feng Wang 0004|Yuan Xie|Narayanan Vijaykrishnan|Mary Jane Irwin,,On-chip bus thermal analysis and optimization.,-2006,,,,168313,conf/date/WangXVI06,5,0,111,0,111,1
285,Riccardo Rovatti|Sergio Callegari|Gianluca Setti,,On the correlation of non-jittered and chaotically-jittered PWM signals carrying maximum information.,2002,,,,502128,conf/iscas/RovattiCS02,2,0,143,0,143,1
286,Jordan Berg|Amy R. Greenwald|Victor Naroditskiy|Eric Sodomka,,A Knapsack-Based Approach to Bidding in Ad Auctions.,2010,,,,195687,conf/ecai/BergGNS10,2,0,144,0,144,1
304,Shih-Wei Chou|Yu-Chieh Chang,,The implementation factors that influence the ERP (enterprise resource planning) benefits.,-2008,,,,1961224,journals/dss/ChouC08,0,72,5,72,5,1
308,Salwani Abdullah|Hamza Turabieh|Barry McCollum|Paul McMullan,,A multi-objective post enrolment course timetabling problems: A new case study.,2010,,,,822127,conf/cec/AbdullahTMM10,1,0,152,0,152,1
316,Jeen-Shing Wang|Yu-Liang Hsu|Hung-Yi Lin|Yen-Ping Chen,,Minimal model dimension/order determination algorithms for recurrent neural networks.,2009,,,,2189304,journals/prl/WangHLC09,0,75,5,75,5,1
317,Improving Identity Prediction in Signature-based Unimodal Systems Using Soft Biometrics.,,Márjory Cristiany Da Costa Abreu|Michael C. Fairhurst,2009,,,,137763,conf/cost/AbreuF09,2,0,156,0,156,1
322,Pentti Huttunen|Jouni Ikonen|Jari Porras,,MPIT - a Programming Paradigm for Networks of SMP Workstations.,2002,,,,220689,conf/esm/HuttungenIP02,1,0,5,0,5,1
327,Wei Li 0004|Xiaohu Huang|Nanning Zheng,,Parallel Implementing OpenGL on PVM.,-1997,,,,2176123,journals/pc/LiHZ97,2,77,0,77,0,1
333,Stefano Maranò|Vincenzo Matta|Peter Willett|Lang Tong,,Support-based and ML approaches to DOA estimation in a dumb sensor network.,2006,,,,2350408,journals/tsp/MaranoMWT06,3,15,5,15,5,1
336,Jean-François Pessiot|Young-Min Kim|Massih-Reza Amini|Patrick Gallinari,,Improving document clustering in a learned concept space.,2010,,,,2061371,journals/ipm/PessiotKAG10,0,79,5,79,5,1
341,Lin Gao|Xinbing Wang|Youyun Xu,,Multiradio Channel Allocation in Multihop Wireless Networks.,2009,,,,2267400,journals/tmc/GaoWX09,0,80,5,80,5,1
345,Martin Müller|Joachim Niehren|Andreas Podelski,,Inclusion Constraints over Non-empty Sets of Trees.,-1997,,,,734862,conf/tapsoft/MullerNP97,1,0,167,0,167,1
351,Debora Gil|Petia Radeva Ivanova,,A regularized curvature flow designed for a selective shape restoration.,2004,,,,2251509,journals/tip/GilI04,3,25,0,25,0,1
354,On optimal performance in self-organizing paging algorithms.,,R. I. Phelfs|L. C. Thomas,-1981,,,,1814536,journals/actaC/PhelfsT81,0,85,0,85,0,1
361,Rainer Oechsle|Ralph Weires|Sebastian Lang,,AntSim: eine Simulationsumgebung zur Visualisierung emergenter Phänomene am Beispiel von Ameisenkolonien auf Futtersuche.,2004,,,,707459,conf/simvis/OechsleWL04,2,0,169,0,169,1
363,Xiaoli Wang|Daqing Gu|Tao Shu,,Adaptive Application-specific Cooperative Relay for Wireless Video Sensor Networks.,2007,,,,850276,conf/fgcn/WangGS07,1,0,171,0,171,1
371,Style Consistency and Authorship Attribution: A Statistical Investigation.,,M. Bagavandas|G. Manimannan,-2008,,,,2123214,journals/jql/BagavandasM08,2,92,175,92,175,1
377,Eliya Buyukkaya|Maha Abdallah|Romain Cavagna,,TriCast: Triangulation with multicast support for P2P virtual environments.,-2010,,,,391249,conf/icmcs/BuyukkayaAC10,4,0,179,0,179,1
379,Kuang-Hao Liu|Lin Cai|Xuemin Shen,,Performance Enhancement of Medium Access Control for UWB WPAN.,2006,,,,830099,conf/globecom/LiuCS06,1,0,180,0,180,1
382,Chunnian Liu|Ning Zhong|Setsuo Ohsuga,,A Multi-agent Based Architecture for Distributed KDD Process.,-2000,,,,516419,conf/ismis/LiuZO00,1,0,181,0,181,1
387,Udomchai Techavipoo|Annette Okai|John Lackey|Jianrong Shi|Alex Dresner|Thomas Leist|Song Lai,,Human Optic Nerve DTI with EPI Geometric Distortion Correction.,2009,,,,492505,conf/isbi/TechavipooOLSDLL09,2,0,131,0,131,1
388,Sebastian Schmerl|Ulrich Flegel|Michael Meier,,Vereinfachung der Signaturentwicklung durch Wiederverwendung.,-2006,,,,688913,conf/sicherheit/SchmerlFM06,2,0,185,0,185,1
392,Emmanuel J. Candès|Benjamin Recht,,Exact Matrix Completion via Convex Optimization,-2008,,,,1916265,journals/corr/abs-0805-4471,2,5,5,5,5,1
397,Albrecht Schmidt|Wolfgang Spiessl|Dagmar Kern,,Driving Automotive User Interface Research.,2010,,,,2359042,journals/pervasive/SchmidtSK10,2,0,0,0,0,1
398,Inversive and Linear Congruential Pseudorandom Number Generators in Empirical Tests.,,Hannes Leeb|Stefan Wegenkittl,1997,,,,2274588,journals/tomacs/LeebW97,3,99,5,99,5,1
412,Integrated routing resource assignment for RLC crosstalk minimization.,,Yici Cai|Bin Liu|Qiang Zhou|Xianlong Hong,2005,,,,494698,conf/iscas/CaiLZH05,2,0,196,0,196,1
414,Dieter Roller|Bernadetta Kwintiana Ane,,Geometric constraint modelling: Boundary planar B-spline curves and control polyhedra for 5-axes response surface graph.,-2009,,,,1864517,journals/cagd/RollerA09,2,101,5,101,5,1
423,Software Requirements Specification of the IUfA's UUIS -- a Team 4 COMP5541-W10 Project Approach,,Ali Alhazmi|Abdulrahman Al-Sharawi|Bing Liu 0007|Deyvisson Oliveira|Kanj Sobh|Max Mayantz|Robin de Bled|Yu Ming Zhang,2010,,,,1925392,journals/corr/abs-1005-0162,3,5,0,5,0,1
432,Peter Baumgartner|Ulrich Furbach|Adnan H. Yahya,,"Automated Reasoning, Knowledge Representation and Management.",2005,,,,2140649,journals/ki/BaumgartnerFY05,5,105,0,105,0,1
433,Lutz Herrmann|Alfred Ultsch,,Clustering with Swarm Algorithms Compared to Emergent SOM.,-2009,,,,880631,conf/wsom/HerrmannU09,1,0,5,0,5,1
436,Wenbao Jiang|Chen Li 0005|Shuang Hao|Yiqi Dai,,Using Trust for Restricted Delegation in Grid Environments.,2005,,,,524853,conf/ispec/JiangLHD05,2,0,203,0,203,1
438,Aiyun Wang|Chunying Zheng|Junyun Ma,,A Discussion on the Status Quo of Human Resources Management and Innovative Mode in University Library.,2010,,,,912960,conf/icee/WangZM10,2,0,5,0,5,1
442,Jamie Payton|Christine Julien|Gruia-Catalin Roman|Vasanth Rajamani,,Semantic self-assessment of query results in dynamic environments.,-2010,,,,2278993,journals/tosem/PaytonJRR10,3,107,5,107,5,1
447,Xin Guo|Guoliang Wu,,Smooth Fit Principle for Impulse Control of Multidimensional Diffusion Processes.,2009,,,,2409902,journals/siamco/GuoW09,3,111,5,111,5,1
449,Where would you bring your laptop?: live blogging in an outdoors mechanical shop.,,Stina Nylander,2008,,,,840243,conf/mum/Nylander08,1,0,207,0,207,1
454,Paul A. Booth,,Redefining Software: A Comment on Thimbleby's Paper.,-1990,,,,2073991,journals/iwc/Booth90,3,114,5,114,5,1
457,Jianping Fan|Xingquan Zhu|Lide Wu,,Seeded Semantic Object Generation toward Content-Based Video Indexing.,2001,,,,622652,conf/pcm/FanZW01,4,0,210,0,210,1
461,Hans Paulussen|Willy Martin,,DILEMMA-2: A Lemmatizer-Tagger For Medical Abstracts.,1992,,,,48868,conf/anlp/PaulussenM92,1,0,212,0,212,1
466,Kevin J. Sullivan|Jinlin Yang|David Coppit|Sarfraz Khurshid|Daniel Jackson,,Software assurance by bounded exhaustive testing.,-2004,,,,529032,conf/issta/SullivanYCKJ04,2,0,213,0,213,1
474,Ulrich Hasenkamp|Peter Stahlknecht,,Das Fach Wirtschaftsinformatik im Spiegel seiner Zeitschrift.,-2009,,,,2296491,journals/wi/HasenkampS09,0,8,0,8,0,1
475,Marius Kleiner|Bixio Rimoldi,,Asymptotically Optimal Joint Source-Channel Coding with Minimal Delay,-2009,,,,1919290,journals/corr/abs-0904-1281,3,5,5,5,5,1
480,Rocío González-Díaz|Belén Medrano|Pedro Real|Javier Sánchez-Peláez,,Algebraic Topological Analysis of Time-Sequence of Digital Images.,-2005,,,,90209,conf/casc/Gonzalez-DiazMRS05,2,0,220,0,220,1
484,Yong Lee 0002|JooSeok Song,,An Overload Control of SCP in Advanced Intelligent Network with Fairness and Priority.,1999,,,,1887541,journals/comcom/LeeS99,0,76,5,76,5,1
488,Guoliang He|Yuanxiang Li|Li Yu|Wei Zhang|Hang Tu,,Design of Electronic Circuits Using a Divide-and-Conquer Approach.,2007,,,,361187,conf/ices/HeLYZT07,2,0,224,0,224,1
491,Giulio Iacucci|Kari Kuutti,,Everyday Life as a Stage in Creating and Performing Scenarios for Wireless Devices.,2002,,,,2189876,journals/puc/IacucciK02,3,121,5,121,5,1
494,Chao Lv|Wanchun Dou|Jinjun Chen,,QoS-Aware Service Selection Using QDG for B2B Collaboration.,-2008,,,,404073,conf/icpads/LvDC08,1,0,227,0,227,1
505,Drazen Brdjanin|Slavko Maric|Dejan Gunjic,,ADBdesign: An Approach to Automated Initial Conceptual Database Design Based on Business Activity Diagrams.,2010,,,,30571,conf/adbis/BrdjaninMG10,1,0,233,0,233,1
506,Stefan Conrad,,"Schemaintegration Integrationskonflikte, Lösungsansaätze, aktuelle Herausforderungen.",-2002,,,,2018253,journals/ife/Conrad02,3,83,5,83,5,1
513,Keith Marsolo|Srinivasan Parthasarathy,,On the use of structure and sequence-based features for protein classification and retrieval.,-2008,,,,2139167,journals/kais/MarsoloP08,3,87,0,87,0,1
515,Stefan Felsner|Kamil Kloch|Grzegorz Matecki|Piotr Micek,,On-line chain partitioning of up-growing orders: The case of 2-dimensional orders and semi-orders,2007,,,,1909189,journals/corr/abs-0704-1829,0,5,5,5,5,1
524,The myGrid ontology: bioinformatics service discovery.,,Katy Wolstencroft|Pinar Alper|Duncan Hull|Chris Wroe|Phillip W. Lord|Robert D. Stevens|Carole A. Goble,2007,,,,2341039,journals/ijbra/WolstencroftAHWLSG07,3,130,5,130,5,1
525,Xuhui Liu|Nan Wang|Guozhong Sun|Jizhong Han|Lisheng Zhang|Chengde Han,,Remote iSCSI Cache on InfiniBand: An Approach to Optimize iSCSI System.,2006,,,,407625,conf/icppw/LiuWSHZH06,1,0,136,0,136,1
526,A Flexible Transformation Scheme between the 'OR' of BPMN and 'Link' of BPEL.,,Lin Bai|Jun Wei,2008,,,,890459,conf/apscc/BaiW08,1,0,240,0,240,1
528,Philippe Gaussier|Ken Prepin|Jacqueline Nadel,,Toward a Cognitive System Algebra: Application to Facial Expression Learning and Imitation.,-2003,,,,161777,conf/dagstuhl/GaussierPN03,2,0,241,0,241,1
532,Reliability Support for the Model Driven Architecture.,,Genaína Nunes Rodrigues|Graham Roberts|Wolfgang Emmerich,2003,,,,428207,conf/icse/RodriguesRE03,1,0,242,0,242,1
533,Hongmei Ni|Tülay Adali|Bo Wang 0006|Xiao Liu,,A General Probabilistic Formulation for Supervised Neural Classifiers.,2000,,,,2336294,journals/vlsisp/NiAWL00,2,134,243,134,243,1
535,Niranjan Suri|Marco M. Carvalho|Jeffrey M. Bradshaw|Maggie R. Breedy|Thomas B. Cowin|Paul T. Groth|Raul Saavedra|Andrzej Uszok,,Enforcement of Communications Policies in Software Agent Systems through Mobile Code.,2003,,,,639380,conf/policy/SuriCBBCGSU03,4,0,5,0,5,1
536,Correlating Natural Language Parser Performance with Statistical Measures of the Text.,,Yi Zhang 0003|Rui Wang 0005,-2009,,,,561297,conf/ki/ZhangW09,1,0,244,0,244,1
540,Juan Carlos Nieves|Mauricio Osorio|Ulises Cortés|Francisco Caballero|Antonio López-Navidad,,Reasoning about actions under uncertainty: A possibilistic approach.,-2007,,,,97952,conf/ccia/NievesOCCL07,1,0,245,0,245,1
541,Martin Hofmann|Benjamin C. Pierce,,A Unifying Type-Theoretic Framework for Objects.,1995,,,,2110975,journals/jfp/HofmannP95,0,135,5,135,5,1
543,Hao-peng Chen|Guang Yang|Can Zhang,,A Closed-Loop Mechanism for Service Evaluating and Discovering on the Internet.,2009,,,,909668,conf/ncm/ChenYZ09,1,0,5,0,5,1
545,Mohammad K. Akbari|Ali Jahanian|Mohsen Naderi|Bahman Javadi,,"Area Efficient, Low Power and Robust Design for Add-Compare-Select Units.",2004,,,,189042,conf/dsd/AkbariJNJ04,2,0,247,0,247,1
546,Franck Cassez|Olivier H. Roux,,Structural Translation from Time Petri Nets to Timed Automata.,-2005,,,,1972286,journals/entcs/CassezR05,2,126,0,126,0,1
548,Thomas Müller|Frank Grave,,GeodesicViewer - A tool for exploring geodesics in the theory of relativity.,-2010,,,,2358555,journals/cphysics/MullerG10,0,54,5,54,5,1
549,Amin Karbasi|Sewoong Oh,,Distributed sensor network localization from local connectivity: performance analysis for the HOP-TERRAIN algorithm.,-2010,,,,700916,conf/sigmetrics/KarbasiO10,4,0,249,0,249,1
552,Qingbo Yuan|Yungang Bao|Mingyu Chen|Ninghui Sun,,A Scalability Analysis of the Symmetric Multiprocessing Architecture in Multi-Core System.,-2009,,,,889133,conf/nas/YuanBCS09,0,0,5,0,5,1
553,Abdelraouf Ishtaiwi|John Thornton|Abdul Sattar,,Weight Redistribution for Unweighted MAX-SAT.,-2007,,,,70398,conf/ausai/IshtaiwiTS07,1,0,250,0,250,1
556,Andreas Schäfer,,Combining Real-Time Model-Checking and Fault Tree Analysis.,2003,,,,244074,conf/fm/Schafer03,1,0,252,0,252,1
557,Stephen Cox|Michael Lincoln|Judy Tryggvason|Melanie Nakisa|Mark Wells|Marcus Tutt|Sanja Abbott,,The Development and Evaluation of a Speech-to-Sign Translation System to Assist Transactions.,-2003,,,,2028138,journals/ijhci/CoxLTNWTA03,2,136,0,136,0,1
560,Xiaoping Dai|Jianqin Zhou|Kaihou Wang,,An Algorithm to Find Optimal Double-Loop Networks with Non-unit Steps.,2007,,,,54746,conf/appt/DaiZW07,2,0,254,0,254,1
562,Franco Guidi-Polanco|Claudio Cubillos|Giuseppe Menga,,Architecting Global Automation Systems over a Distributed Multi-agent Infrastructure.,2005,,,,234505,conf/ewsa/Guidi-PolancoCM05,4,0,256,0,256,1
563,Karin Hodnigg|Roland T. Mittermeir,,Metrics-Based Spreadsheet Visualization: Support for Focused Maintenance,2008,,,,1917232,journals/corr/abs-0809-3009,0,5,5,5,5,1
