,pauthor,peditor,ptitle,pyear,paddress,ppublisher,pseries,pid,pkey,ptype_id,pjournal_id,pbooktitle_id,pjournalfull_id,pbooktitlefull_id,partition
140,Yu Huang|GuoZhao Wang,,An orthogonal basis for the hyperbolic hybrid polynomial space.,2007,,,,2360488,journals/chinaf/HuangW07,3,44,5,44,5,4
141,Bing Liu 0006|Ke Yu|Lin Zhang|Huimin Zhang,,MAC Performance and Improvement in Mobile Wireless Sensor Networks.,-2007,,,,714971,conf/snpd/LiuYZZ07,1,0,66,0,66,4
143,Yili Gong|Marlon E. Pierce|Geoffrey Charles Fox,,Dynamic Resource-Critical Workflow Scheduling in Heterogeneous Environments.,-2009,,,,552834,conf/jsspp/GongPF09,1,0,67,0,67,4
145,The Interactive 3D BreakAway Map: A navigation and examination aid for multi-floor 3D worlds.,,Luca Chittaro|Vijay Kumar Gatla|Subramanian Venkataraman,-2005,,,,154548,conf/cw/ChittaroGV05,1,0,5,0,5,4
162,A low-power high driving ability voltage control oscillator used in PLL.,,Kuo-Hsing Cheng|Wei-Bin Yang|Chun-Fu Chung,2001,,,,500477,conf/iscas/ChengYC01,1,0,75,0,75,4
166,2D shape deformation based on rigid square matching.,,Yanzhen Wang|Kai Xu 0004|Yueshan Xiong|Zhi-Quan Cheng,-2008,,,,2138339,journals/jvca/WangXXC08,3,49,5,49,5,4
169,Jung Yeon Hwang|Dong Hoon Lee|Jongin Lim,,Generic Transformation for Scalable Broadcast Encryption Schemes.,2005,,,,141324,conf/crypto/HwangLL05,1,0,79,0,79,4
180,Vicente Hernández|Ignacio Blanquer|Gabriel Aparício|Raúl Isea|Juan Luis Chavés|Álvaro Hernández|Henry Ricardo Mora|Manuel Fernández|Alicia Acero|Esther Montes|Rafael Mayo,,Advances in the Biomedical Applications of the EELA Project,2010,,,,1930025,journals/corr/abs-1012-3956,5,5,0,5,0,4
182,Max H. Garzon|Tit-Yee Wong|Vinhthuy T. Phan,,DNA Chips for Species Identification and Biological Phylogenies.,2009,,,,187379,conf/dna/GarzonWP09,1,0,84,0,84,4
185,Research on Collaborative Editing Environment for Conceptual Design of 3D Object.,,Dongxing Teng|CuiXia Ma|Mingjun Zhou|Hongan Wang|Guozhong Dai|Xinghui Dong|Huiyue Wu,-2005,,,,143690,conf/cscwd/TengMZWDDW05,1,0,85,0,85,4
189,Felice Balarin|Luciano Lavagno|Claudio Passerone|Alberto L. Sangiovanni-Vincentelli|Yosinori Watanabe|Guang Yang 0004,,Concurrent execution semantics and sequential simulation algorithms for the metropolis meta-model.,2002,,,,125262,conf/codes/BalarinLPSWY02,1,0,86,0,86,4
199,Jim Horning|Peter G. Neumann,,Risks of neglecting infrastructure.,2008,,,,1860374,journals/cacm/HorningN08,0,57,5,57,5,4
203,Anthony Anderson|William Cheyne|Hugh Foot|Christine Howe|J. Low|Andrew Tolmie,,Computer support for peer-based methodology tutorials.,-2000,,,,2088539,journals/jcal/AndersonCFHLT00,3,58,5,58,5,4
205,Bin Xi|Yunhao Chen|Hongchun Cai|Yang Liu,,Research and System Realization of Food Security Assessment in Liaoning Province Based on Grey Model.,-2007,,,,447308,conf/ifip12/XiCCL07,2,0,97,0,97,4
207,Jibin Fu|Keliang Jia|Jinzhong Xu,,Domain Ontology Learning for Question Answering System in Network Education.,2008,,,,869059,conf/icycs/FuJX08,1,0,99,0,99,4
208,Michael Guthe|Gero Müller|Martin Schneider|Reinhard Klein,,BTF-CIELab: A Perceptual Difference Measure for Quality Assessment and Compression of BTFs.,2009,,,,1873438,journals/cgf/GutheMSK09,2,59,5,59,5,4
211,Chang-Ming Chen|Fawang Liu|Kevin Burrage,,Finite difference methods and a fourier analysis for the fractional reaction-subdiffusion equation.,2008,,,,2307099,journals/amc/ChenLB08,0,27,5,27,5,4
213,Marek Natkaniec|Andrzej R. Pach,,A Performance Analysis of IEEE 802.11 Networks in the Presence of Hidden Stations.,2000,,,,451538,conf/ifip6-8/NatkaniecP00,1,0,103,0,103,4
215,Integrating HMM-Based Speech Recognition With Direct Manipulation In A Multimodal Korean Natural Language Interface,,Geunbae Lee|Jong-Hyeok Lee|Sangeok Kim,1996,,,,1904332,journals/corr/cmp-lg-9611005,0,5,5,5,5,4
219,Chuzo Iwamoto|Kento Sasaki|Kenji Nishio|Kenichi Morita,,NP-Hard and k-EXPSPACE-Hard Cast Puzzles.,2010,,,,2017702,journals/ieicet/IwamotoSNM10,3,34,5,34,5,4
220,David West|Mathew Solano,,Metaphors be with you! (Metaphor System).,-2005,,,,34964,conf/agiledc/WestS05,2,0,106,0,106,4
228,Ghazanfar Asadi|Mehdi Baradaran Tahoori,,Soft error rate estimation and mitigation for SRAM-based FPGAs.,2005,,,,249969,conf/fpga/AsadiT05,1,0,110,0,110,4
233,Ilya Loshchilov|Marc Schoenauer|Michèle Sebag,,Dominance-Based Pareto-Surrogate for Multi-Objective Optimization.,-2010,,,,679231,conf/seal/LoshchilovSS10,1,0,16,0,16,4
234,Kyu Young Choi|Jong Hwan Park|Jung Yeon Hwang|Dong Hoon Lee,,Efficient Certificateless Signature Schemes.,2007,,,,27094,conf/acns/ChoiPHL07,1,0,114,0,114,4
238,Yan Wang|Lanling Zeng|Yan Qi,,Golden Section in 3D Plants IFS Reconstruction.,2008,,,,869120,conf/icycs/WangZQ08,4,0,117,0,117,4
239,Holger Günzel|Andreas Bauer 0004,,Arbeitskreis ``Konzepte des Data Warehousing''.,2000,,,,1995123,journals/gidr/GunzelB00,0,11,5,11,5,4
240,François Rousselot|Cecilia Zanni-Merk|Denis Cavallucci,,Une ontologie pour l'acquisition et l'exploitation des connaissances en conception inventive.,-2010,,,,235763,conf/f-egc/RousselotZC10,4,0,5,0,5,4
245,Ganesh Srinivasan|Soumendu Bhattacharya|Sasikumar Cherubal|Abhijit Chatterjee,,Efficient Test Strategy for TDMA Power Amplifiers Using Transient Current Measurements: Uses and Benefit.,2004,,,,168115,conf/date/SrinivasanBCC04,0,0,119,0,119,4
251,Chen Jie|Vidhyacharan Bhaskar,,Error Probability Distribution and Density Functions for Rayleigh and Rician Fading Channels with Diversity.,-2008,,,,2366804,journals/ijwin/JieB08,3,0,5,0,5,4
252,José M. Drake|W. W. Xie|Wei-Tek Tsai|Imran A. Zualkernan,,Approach and Case Study of Requirement Analysis Where End Users Take an Active Role.,1993,,,,426995,conf/icse/DrakeXTZ93,2,0,121,0,121,4
253,Amigo: Proximity-Based Authentication of Mobile Devices.,,Alex Varshavsky|Adin Scannell|Anthony LaMarca|Eyal de Lara,2007,,,,301568,conf/huc/VarshavskySLL07,2,0,122,0,122,4
254,Santiago Meliá|José-Javier Martínez|Álvaro Pérez|Jaime Gómez,,OOH4RIA Tool: Una Herramienta basada en el Desarrollo Dirigido por Modelos para las RIAs.,2009,,,,551971,conf/jisbd/MeliaMPG09,4,0,123,0,123,4
258,Umut Uludag|Anil K. Jain,,Attacks on biometric systems: a case study in fingerprints.,2004,,,,727129,conf/sswmc/UludagJ04,0,0,126,0,126,4
261,Ninan Sajeeth Philip|K. Babu Joseph,,Boosting the Differences: A fast Bayesian classifier neural network,2000,,,,1906093,journals/corr/cs-CV-0006001,3,5,5,5,5,4
262,Giuseppe Di Fabbrizio|S. Narayanan|P. Ruscitti|Candace A. Kamm|Bruce Buntschuh|J. Hubbell|Jeremy H. Wright|J. Hamaker,,Unifying Conversational Multimedia Interfaces for Accessing Network Services Across Communication Devices.,-2000,,,,387011,conf/icmcs/FabbrizioNRKBHWH00,1,0,129,0,129,4
264,Colin J. H. McDiarmid,,"On the span in channel assignment problems: bounds, computing and counting.",2003,,,,1950326,journals/dm/McDiarmid03,0,68,0,68,0,4
272,Jan van Doremalen,,A Mean Value Analysis of a Closed CP-Terminal System with Preemptive Resume Priorities and General Service Time Distributions.,-1984,,,,631915,conf/performance/Doremalen84,0,0,5,0,5,4
275,Uwe Schlink|Olf Herbarth|Matthias Richter|Stephen R. Dorling|Giuseppe Nunnari|Gavin C. Cawley|Emil Pelikán,,Statistical models to assess the health effects and to forecast ground-level ozone.,2006,,,,1977147,journals/envsoft/SchlinkHRDNCP06,1,69,5,69,5,4
276,Takashi Yoshino|Jun Munemori|Kazutomo Yunokuchi|Shiro Ito,,Development and Application of PDA-Based Data Collection System for an Idea Generation Support Groupware.,-1999,,,,407866,conf/icppw/YoshinoMYI99,1,0,136,0,136,4
277,Hiroyuki Koyama|Takashi Komeda|Tateki Uchida|Masao Miyagi|Kikuo Kanaya|Sadae Kuroiwa|Susumu Otsuka|Hiroyasu Funakubo,,Development of the System to Teach the Bedsore Prevention Method for Wheelchair Users.,-1994,,,,338468,conf/icchp/KoyamaKUMKKOF94,1,0,137,0,137,4
278,Zahava Scherz|Bruria Haberman,,Logic programming based curriculum for high school students: the use of abstract data types.,1995,,,,692447,conf/sigcse/ScherzH95,2,0,138,0,138,4
281,Jiehan Zhou|Mika Rautiainen|Mika Ylianttila,,SCCM: Service-Oriented Community Coordinated Multimedia Architecture.,2008,,,,133431,conf/compsac/ZhouRY08,1,0,140,0,140,4
283,Rui Zhang 0005|Zongben Xu,,A Generalized Global Convergence Theory of Projection-Type Neural Networks for Optimization.,2005,,,,114588,conf/cis/ZhangX05,2,0,141,0,141,4
287,Xuan Lin|Jitender S. Deogun|Ying Lu|Steve Goddard,,Multi-round Real-Time Divisible Load Scheduling for Clusters.,-2008,,,,294502,conf/hipc/LinDLG08,1,0,145,0,145,4
288,Joe Cho-Ki Yau|Lucas Chi Kwong Hui|Bruce S. N. Cheung|Siu-Ming Yiu|Yan Woo|K. W. Lau|Eric H. M. Li,,Trustworthy Browsing - A Secure Web Accessing Model.,-2005,,,,209344,conf/eee/YauHCYWLL05,2,0,146,0,146,4
289,Kinematics and dynamics of a hybrid serial-parallel mobile robot.,,S. Ali A. Moosavian|Alireza Pourreza|Khalil Alipour,2009,,,,423657,conf/icra/MoosavianPA09,2,0,47,0,47,4
293,Elena I. Vatajelu|Georgios Panagopoulos|Kaushik Roy|Joan Figueras,,Parametric failure analysis of embedded SRAMs using fast & accurate dynamic analysis.,2010,,,,815166,conf/ets/VatajeluPRF10,2,0,148,0,148,4
294,A new orthogonal version of the Gauss-Jordan algorithm and its parallel implementation.,,Roman Wyrzykowski|Juri Kanevski|Oleg Maslennikov,1997,,,,626469,conf/pdp/WyrzykowskiKM97,0,0,149,0,149,4
295,Frank Kaufer|Matthias Klusch,,WSMO-MX: A Logic Programming Based Hybrid Service Matchmaker.,-2006,,,,204301,conf/ecows/KauferK06,1,0,0,0,0,4
302,Jing Wang|Yeong-Tae Song|Lawrence Chung,,Analysis of Secure Design Patterns: A Case Study in E-Commerce System.,-2005,,,,685156,conf/sera/WangSC05,2,0,5,0,5,4
303,Yanhua Cheng|Chun Gong|Can Tang|Jianwei Zhang|Sheng Cheng,,Rapid Planning Method for Robot Assited Minimally Invasive Surgery.,2010,,,,825492,conf/lsms/ChengGTZC10,1,0,151,0,151,4
306,John Campbell|Gordon Fletcher|Anita Greenhill,,Conflict and identity shape shifting in an online financial community.,-2009,,,,2069243,journals/isj/CampbellFG09,2,74,5,74,5,4
309,Didier Dubois|Allel HadjAli|Henri Prade,,Making Fuzzy Absoulute and Fuzzy Relative Orders of Magnitude Consistent.,-2003,,,,454192,conf/ifsa/DuboisHP03a,1,0,153,0,153,4
312,L. Douglas Smith|Robert M. Nauss|Robert J. Banis|Ronald Beck,,Staffing geographically distributed service facilities with itinerant personnel.,2002,,,,1902495,journals/cor/SmithNBB02,2,66,5,66,5,4
313,High Confidence Fragment-Based Classification Rule Mining for Imbalanced HIV Data.,,Bing Lv|Jianyong Wang|Lizhu Zhou,-2008,,,,56770,conf/apweb/LvWZ08,1,0,24,0,24,4
319,Noseong Park|Daeyoung Kim|Yoonmee Doh|Sangsoo Lee|Ji-tae Kim,,An Optimal and Lightweight Routing for Minimum Energy Consumption in Wireless Sensor Networks.,2005,,,,660915,conf/rtcsa/ParkKDLK05,2,0,5,0,5,4
320,A Requirement-driven Knowledge Fusion Model Using Seed Optimization.,,Jin Gou|Yangyang Wu|Wei Luo,-2007,,,,311980,conf/icai/GouWL07,2,0,157,0,157,4
321,Nizar Messai|Marie-Dominique Devignes|Amedeo Napoli|Malika Smaïl-Tabbone,,Querying a Bioinformatic Data Sources Registry with Concept Lattices.,-2005,,,,340151,conf/iccs/MessaiDNS05,4,0,158,0,158,4
328,Jun Sun 0004|Yoshinobu Hotta|Yutaka Katsuyama|Satoshi Naoi,,Camera based Degraded Text Recognition Using Grayscale Feature.,-2005,,,,346029,conf/icdar/SunHKN05,1,0,0,0,0,4
332,Jaejin Lee|Junghyun Kim|Choonki Jang|Seungkyun Kim|Bernhard Egger|Kwangsub Kim|Sangyong Han,,FaCSim: a fast and cycle-accurate architecture simulator for embedded systems.,-2008,,,,567435,conf/lctrts/LeeKJKEKH08,1,0,164,0,164,4
335,Yu Huang 0002|Jiannong Cao|Beihong Jin|XianPing Tao|Jian Lu,,Cooperative cache consistency maintenance for pervasive internet access.,-2010,,,,2297394,journals/wicomm/HuangCJTL10,2,42,5,42,5,4
337,Tao Liu|Xiao-Feng Li|Lixia Liu|Chengyong Wu|Roy Ju,,Optimizing Packet Accesses for a Domain Specific Language on Network Processors.,2005,,,,567002,conf/lcpc/LiuLLWJ05,2,0,165,0,165,4
340,Jorge L. V. Barbosa|Cristiano André da Costa|Adenauer C. Yamin|Cláudio F. R. Geyer,,Multiparadigm Model Oriented to Development of Grid Systems.,2004,,,,327180,conf/iccS/BarbosaCYG04,1,0,5,0,5,4
342,Eero Hyvönen|Kim Viljanen|Eetu Mäkelä|Tomi Kauppinen|Tuukka Ruotsalo|Onni Valkeapää|Katri Seppälä|Osma Suominen|Olli Alm|Robin Lindroos|Teppo Kansala|Riikka Henriksson|Matias Frosterus|Jouni Tuominen|Reetta Sinkkilä|Jussi Kurki,,Elements of a National SemanticWeb Infrastructure--Case Study Finland on the Semantic Web.,2007,,,,854934,conf/semco/HyvonenVMKRVSSALKHFTSK07,1,0,166,0,166,4
348,Bin Zeng|Dafang Zhang|Wenwei Li|Gaogang Xie|Guangxing Zhang,,Design and Implementation of a Network Behavior Analysis-Oriented IP Network Measurement System.,2008,,,,869003,conf/icycs/ZengZLXZ08,1,0,99,0,99,4
355,Hui Yang|Srinivasan Parthasarathy|Duygu Ucar,,A spatio-temporal mining approach towards summarizing and analyzing protein folding trajectories.,2007,,,,2397012,journals/almob/YangPU07,2,86,5,86,5,4
357,Pedro López|José Duato,,Deadlock-Free Adaptive Routing Algorithms for the 3D-Torus: Limitations and Solutions.,-1993,,,,621211,conf/parle/LopezD93,2,0,5,0,5,4
358,Matt Coatney|Srinivasan Parthasarathy,,MotifMiner: Efficient discovery of common substructures in biochemical molecules.,2005,,,,2138939,journals/kais/CoatneyP05,3,87,0,87,0,4
365,Peisheng Wang|Haiyang Quan|Fuqiang Zhang|Zhiyong Hu,,A novel fully-differential switched capacitor chopper stabilized cascade sigma-delta modulator for MEMS gyroscope.,-2009,,,,903679,conf/interaction/WangQZH09,4,0,172,0,172,4
369,Debabrata Ghosh|Soumitra Kumar Nandy,,Wave pipelined architecture folding: a method to achieve low power and low area.,1995,,,,755214,conf/vlsid/GhoshN95,1,0,1,0,1,4
372,Amal Ahmed|Nick Benton|Martin Hofmann|Greg Morrisett,,"08061 Abstracts Collection -- Types, Logics and Semantics for State.",-2008,,,,163693,conf/dagstuhl/AhmedBHM08a,0,0,5,0,5,4
374,Rodrigo L. Carceroni|Kiriakos N. Kutulakos,,"Multi-View Scene Capture by Surfel Sampling: From Video Streams to Non-Rigid 3D Motion, Shape and Reflectance.",2002,,,,2025626,journals/ijcv/CarceroniK02,3,93,5,93,5,4
383,Ying Lin|Jun Zhang|Lu-kai Lan,,A contour method in population-based stochastic algorithms.,2008,,,,820983,conf/cec/LinZL08,2,0,12,0,12,4
385,Bin Liu,,An Introduction to Bayesian Techniques for Sensor Networks.,2010,,,,792804,conf/wasa/Liu10,2,0,183,0,183,4
386,Behrang QasemiZadeh|Jiali Shen|Ian M. O'Neill|Paul Miller|Philip Hanna|Darryl Stewart|Hongbin Wang,,A Speech Based Approach to Surveillance Video Retrieval.,2009,,,,72085,conf/avss/QasemiZadehSOMHSW09,2,0,184,0,184,4
389,Yaoguo Dang|Sifeng Liu|Bin Liu|Xuewen Tang,,Study on grey synthetic clusters appraisals model.,2004,,,,710521,conf/smc/DangLLT04,1,0,186,0,186,4
393,A Parallel Preprocessor Applied to Fluid Dynamics Problems.,,Jérôme Galtier|Philippe Klein,-1997,,,,298058,conf/hpcn/GaltierK97,1,0,188,0,188,4
394,Building a Virtual Framework for Networked Reconfigurable Hardware and Software Objects.,,Yajun Ha|Serge Vernalde|Patrick Schaumont|Marc Engels|Rudy Lauwereins|Hugo De Man,-2002,,,,2264133,journals/tjs/HaVSELM02,2,97,5,97,5,4
399,P. Selvarani|V. Shanthi|C. K. Rajesh|S. Saravanan|Krishna Sekar,,BSDD: Biomolecules Segment Display Device's web-based interactive display tool.,2004,,,,2158332,journals/nar/SelvaraniSRSS04,3,45,5,45,5,4
400,Bing Liu 0005|Huaping Chen|Guoyi Zhang|Shijin Xu,,A Grid-Based System for the Multi-reservoir Optimal Scheduling in Huaihe River Basin.,-2006,,,,56238,conf/apweb/LiuCZX06,5,0,190,0,190,4
405,Game-theoretic Distributed Spectrum Sharing for Wireless Cognitive Networks with Heterogeneous QoS.,,Tao Jin|Chunxiao Chigan|Zhi Tian,2006,,,,830356,conf/globecom/JinCT06,1,0,180,0,180,4
413,Jun Zhang|Jeffrey G. Andrews|Robert W. Heath Jr.,,Mode Switching for MIMO Communication Based on Delay and Channel Quantization,2008,,,,1916746,journals/corr/abs-0807-3574,3,5,5,5,5,4
415,Sang Keun Rhee|Jihye Lee|Myon-Woong Park|Michal Szymczak|Grzegorz Frackowiak|Maria Ganzha|Marcin Paprzycki,,Measuring Semantic Closeness of Ontologically Demarcated Resources.,-2009,,,,1993968,journals/fuin/RheeLPSFGP09,3,102,102,102,102,4
418,Madhu Mutyam|Feng Wang 0004|Krishnan Ramakrishnan|Vijaykrishnan Narayanan|Mahmut T. Kandemir|Yuan Xie|Mary Jane Irwin,,Process-Variation-Aware Adaptive Cache Architecture and Management.,2009,,,,2231453,journals/tc/MutyamWRNKXI09,0,103,5,103,5,4
420,Marius-Calin Silaghi,,Spotting Subsequences Matching an HMM Using the Average Observation Probability Criteria with Application to Keyword Spotting.,2005,,,,17384,conf/aaai/Silaghi05,1,0,198,0,198,4
428,Halit Orhan|Hükmi Kiziltunç,,A generalization on subfamily of p-valent functions with negative coefficients.,2004,,,,2309405,journals/amc/OrhanK04,3,0,5,0,5,4
431,Yue Zhang 0002|James B. D. Joshi,,SARBAC07: A Scoped Administration Model for RBAC with Hybrid Hierarchy.,-2007,,,,848482,conf/IEEEias/ZhangJ07,1,0,5,0,5,4
437,M. J. Parker|Ian Stewart|M. G. M. Gomes,,Examples of Forced Symmetry-Breaking to homoclinic Cycles in Three-Dimensional Euclidean-Invariant Systems.,2008,,,,2383107,journals/ijbc/ParkerSG08,3,31,5,31,5,4
445,Frank Emmert-Streib|Andre Ribeiro,,Optimize Observational Time Points to Maximize the Inferability of Gene Networks.,-2008,,,,76743,conf/biocomp/Emmert-StreibR08,1,0,37,0,37,4
446,Jing Zhou|Changyun Wen|Wei Wang 0016,,Adaptive backstepping control of uncertain systems with unknown input time-delay.,-2009,,,,2362767,journals/automatica/ZhouWW09,3,110,5,110,5,4
453,Ann Judith Morrison|Margot Brereton|Peta Mitchell,,Talk2Me: engaging interactive installation environments.,-2007,,,,811598,conf/candc/MorrisonBM07,1,0,208,0,208,4
459,Goo Yeon Lee|Yong Lee|Hwa Jong Kim|Choong Kyo Jeong|Dong Eun Lee,,Design and Implementation of a Data Sharing Scheme with Security and Flexibility Applicable to Extended P2P Systems.,2005,,,,148849,conf/csreaSAM/LeeLKJL05,1,0,5,0,5,4
464,Jingke Li|Marina C. Chen,,Compiling Communication-Efficient Programs for Massively Parallel Machines.,1991,,,,2280106,journals/tpds/LiC91,2,117,5,117,5,4
467,Local Optimization for Global Alignment of Protein Interaction Networks.,,Leonid Chindelevitch|Chung-Shou Liao|Bonnie Berger,-2010,,,,649408,conf/psb/ChindelevitchLB10,1,0,214,0,214,4
486,Zifei Zhong|Ram Keralapura|Srihari Nelakuditi|Yinzhe Yu|Junling Wang|Chen-Nee Chuah|Sanghwan Lee,,Avoiding Transient Loops Through Interface-Specific Forwarding.,2005,,,,547106,conf/iwqos/ZhongKNYWCL05,1,0,223,0,223,4
493,Karen Zita Haigh|John Phelps|Christopher W. Geib,,An open agent architecture for assisting elder independence.,-2002,,,,65214,conf/atal/HaighPG02,2,0,226,0,226,4
495,Mayur Deshpande|Abhishek Amit|Mason Chang|Nalini Venkatasubramanian|Sharad Mehrotra,,Flashback: A Peer-to-PeerWeb Server for Flash Crowds.,-2007,,,,348935,conf/icdcs/DeshpandeACVM07,2,0,228,0,228,4
496,John W. McCormick,,We've been working on the railroad: a laboratory for real-time embedded systems.,-2005,,,,692064,conf/sigcse/McCormick05,1,0,229,0,229,4
498,Carlos M. Travieso|Jesús B. Alonso|Miguel A. Ferrer,,Reducing Features from Pejibaye Palm DNA Marker for an Efficient Classification.,-2009,,,,608891,conf/nolisp/TraviesoAF09,2,0,230,0,230,4
500,Monika Jankun-Kelly|Ming Jiang 0005|David Thompson|Raghu Machiraju,,Vortex Visualization for Practical Engineering Applications.,2006,,,,2289139,journals/tvcg/Jankun-KellyJTM06,0,123,0,123,0,4
512,CLEAN: a programming environment based on term graph rewriting.,,Marinus J. Plasmeijer,1995,,,,1973970,journals/entcs/Plasmeijer95,3,126,237,126,237,4
519,Kenneth P. Birman|Roy Friedman|Mark Hayden|Injong Rhee,,Middleware support for distributed multimedia and collaborative computing.,-1999,,,,2221225,journals/spe/BirmanFHR99,1,128,5,128,5,4
