,key1,key2,label,partition
234,conf/acns/ChoiPHL07,conf/fse/CheonL04,False,5
235,conf/aaai/BulitkoSK05,conf/biocomp/ShonSJKCR09,False,5
236,conf/iat/MinZCZ08,journals/automatica/ChenDDC07,True,7
239,journals/gidr/GunzelB00,conf/rv/0002LS07,False,3
240,conf/f-egc/RousselotZC10,conf/his/ZanniGF02,True,3
241,journals/corr/abs-0801-3930,conf/sofsem/VogelsJP09,False,3
242,journals/corr/abs-0802-2868,journals/eccc/ECCC-TR05-072,True,4
243,conf/mascots/ZhouA94,conf/edbt/ZhouP09,False,8
244,journals/soco/AbbasbandyAA10,conf/dagm/RosenthalerHKH92,False,6
245,conf/date/SrinivasanBCC04,journals/chinaf/ZhouZSG08,False,8
246,journals/ce/KonstantinidisTTP10,journals/comcom/KonstantinidisYCZ07,False,1
247,conf/fskd/WangL08b,journals/mms/XieWCM05,False,8
248,conf/dagm/SchindewolfASAH93,conf/IEEEares/MontaniPBC06,False,4
249,journals/cor/RuizGM07,journals/ijdmb/DiMaioSPS09,False,1
250,journals/ijait/KimMTIT07,conf/dac/KoukabDD02,False,8
251,journals/ijwin/JieB08,journals/ieicet/YangHC06,False,4
252,conf/icse/DrakeXTZ93,conf/globecom/Kaya06,False,6
253,conf/huc/VarshavskySLL07,conf/eurosys/Lagar-CavillaWSPRLBS09,True,8
254,conf/jisbd/MeliaMPG09,conf/icwe/BeigbederC04,True,4
255,conf/icc/FinnMB97,journals/ton/MedardBFHL02,True,3
257,conf/nsdi/ChandraZSL05,conf/im/CristeaSMGLM09,False,3
259,conf/csr/ReboutFS08,journals/nn/UllmanS99,False,2
260,conf/ersa/SuardiMAG09,conf/metmbs/ChangSLKCC03,False,2
261,journals/corr/cs-CV-0006001,conf/vtc/LeeKSSK07,False,2
262,conf/icmcs/FabbrizioNRKBHWH00,journals/jct/HeiseK80,False,6
263,conf/pics/WangB98,journals/tsmc/WongW03,False,3
265,conf/isbi/WanSE07,journals/eor/OliveiraL02,False,4
266,journals/tnn/ChenLKW10,journals/jocn/MayhewLSTK10,True,1
267,journals/tvlsi/YehLCHAL94,journals/tcad/YehCL95,True,4
268,conf/iq/PeraltaTKBCNC09,conf/bncod/Berti97,True,1
269,conf/icdcs/WeiSCV06,journals/www/DouglisBCK98,True,5
270,conf/egov/JooKK04,journals/vldb/KimWLL08,False,4
271,conf/focs/Kannan09,journals/siamcomp/DrineasKM06,True,8
272,conf/performance/Doremalen84,journals/interfaces/KokJDWCP05,True,8
273,conf/mm/YangZGYLY08,conf/wkdd/GuoCQSFP08,True,7
274,conf/ijcnn/YifengJL06,conf/icws/LongLS04,False,3
275,journals/envsoft/SchlinkHRDNCP06,conf/gmmemv/MullerKSR05,False,1
276,conf/icppw/YoshinoMYI99,conf/hci/KawasugiYNA93,False,1
277,conf/icchp/KoyamaKUMKKOF94,conf/dcc/BhattarRD10,False,3
278,conf/sigcse/ScherzH95,conf/cmg/HellersteinW85,False,6
279,journals/cg/VillarSKG03,conf/vldb/SchmidtWKCMB02,False,7
280,conf/date/WangXVI06,journals/tos/HongWBLS06,False,6
281,conf/compsac/ZhouRY08,conf/lacl/Rogers96,False,6
282,conf/wcnc/SchaubKMW10,conf/cav/BlomPW10,False,6
283,conf/cis/ZhangX05,conf/icip/ZhangYZY10,False,3
284,books/idea/encyclopedia2005/TsunodaLV05,conf/arc/LimaLMM07,True,6
285,conf/iscas/RovattiCS02,conf/dcsp/XiongS93,False,8
286,conf/ecai/BergGNS10,conf/iscas/ZhangH05,False,2
287,conf/hipc/LinDLG08,conf/webi/HaarslevLS04,False,5
288,conf/eee/YauHCYWLL05,conf/edoc/WangYHJY06,True,1
289,conf/icra/MoosavianPA09,conf/iconip/NagabhushanP04,False,1
290,journals/ijfcs/LipmanBJ03,conf/lrec/DavisHTJS08,True,5
291,conf/ecweb/ChoiHL03,journals/tc/CheonL06,False,3
292,conf/lics/Otto10,conf/fdtc/BlomerOS06,False,4
293,conf/ets/VatajeluPRF10,journals/wi/Hasenkamp90,False,3
294,conf/pdp/WyrzykowskiKM97,journals/micro/ChangL05,False,1
295,conf/ecows/KauferK06,journals/wi/Haneke89,False,1
296,conf/bmei/XieFHXW08,journals/eswa/ZetianFYX05,False,5
297,conf/lcr/ChenDPPS00,conf/globecom/ChafekarKMP08,False,6
298,journals/bmcbi/ChakrabartiLPPTB10,journals/computer/ChakrabartiS07,False,3
300,journals/ieicet/HonboSMWIISM05,journals/jcc/PorwalJBSNN07,False,5
301,conf/refsq/HerrmannKD07,conf/gpce/BaggeDH09,False,8
302,conf/sera/WangSC05,conf/icebe/ChenHLWY07,False,1
303,conf/lsms/ChengGTZC10,conf/waim/ZhangIK07,False,5
304,journals/dss/ChouC08,conf/parelec/KuhnH04,False,3
305,journals/cl/PradeepM94a,conf/ifip/Kochan86,False,1
306,journals/isj/CampbellFG09,journals/pe/LenziniMMS06,False,4
307,journals/tcs/Rojas94,conf/ismvl/BabaU98,False,5
308,conf/cec/AbdullahTMM10,conf/pact/McMullanMC99,True,7
309,conf/ifsa/DuboisHP03a,journals/isi/BoscHP08,True,1
310,journals/eswa/SuWH08,conf/cicling/HolzB08,False,3
311,conf/ACMse/Zhang07,conf/cans/ZhangI07,False,2
314,journals/ieicet/GeLN05,conf/dasfaa/YurukXLY08,False,6
316,journals/prl/WangHLC09,journals/psychnology/SkalskiW10,False,3
317,conf/cost/AbreuF09,conf/ijcnn/AbreuC07,True,8
318,journals/comcom/RicciatoCD10,conf/globecom/DAlconzoCRR09,True,8
319,conf/rtcsa/ParkKDLK05,conf/cate/FujikiMJLWSYKN04,True,2
320,conf/icai/GouWL07,conf/ccia/AlonsoCGP02,False,6
321,conf/iccs/MessaiDNS05,conf/dagm/SchubertV96,False,7
322,conf/esm/HuttungenIP02,conf/smc/XingGBMN10a,False,2
324,conf/pact/Agibalov95,conf/ijcnn/KumarTCP08,False,2
326,conf/aict/ObrejaSBCL09,journals/jcc/Williams94,False,1
327,journals/pc/LiHZ97,conf/cccg/LiDR06,False,8
328,conf/icdar/SunHKN05,journals/ieicet/ZhangSLZ07,False,1
330,journals/robotersysteme/Wauer86,conf/icsoft/DamianiGGC06,False,6
331,conf/ht/HeathHCW99,conf/doceng/WongCWS06,True,7
333,journals/tsp/MaranoMWT06,journals/jasis/ArtymiukSW05,False,7
335,journals/wicomm/HuangCJTL10,conf/ismb/HuangLHYWHZ07,False,3
336,journals/ipm/PessiotKAG10,conf/iwann/Real09,False,2
338,conf/vg/LiKK01,conf/icwn/LiG04,False,8
340,conf/iccS/BarbosaCYG04,conf/percom/CostaKASYG09,True,7
342,conf/semco/HyvonenVMKRVSSALKHFTSK07,conf/esws/TuominenFVH09,True,4
343,journals/jcb/LippertMW05,conf/wabi/EdwardsL02,True,4
344,conf/esm/FrancoM98,journals/mj/FrancoSF08,True,1
345,conf/tapsoft/MullerNP97,conf/aaai/KishimotoM05,False,8
346,journals/mlq/BrattkaISZ08,journals/mlq/WeihrauchZ07,False,3
347,conf/ica/Zavala-FernandezSBOT06,conf/icann/KoehlerLO97,True,7
348,conf/icycs/ZengZLXZ08,conf/nas/00020L09,False,2
349,journals/ife/RinderleRD02,journals/eis/Rinderle-MaR09,True,2
350,conf/semweb/BrochelerPS09,conf/kr/SimariBSK08,True,7
351,journals/tip/GilI04,conf/ciarp/PujolRVM04,True,6
352,journals/itssa/AkramMA06,journals/jsyml/HindleyM90,False,3
355,journals/almob/YangPU07,conf/infocom/HanKMPS09,False,6
358,journals/kais/CoatneyP05,conf/infocom/ChafekarKMPS08,False,6
359,journals/ife/000510,conf/europar/RoderLB98,False,1
360,journals/cogsci/Dumais03,conf/candc/AndresTD09,True,4
362,conf/sede/LuPWWP09,conf/cata/AbidinPSP05,True,6
363,conf/fgcn/WangGS07,conf/hicss/PaperJ96,False,6
364,journals/eor/ZhangTL05,journals/mss/Augustin09,False,5
365,conf/interaction/WangQZH09,conf/fskd/ZhangLMC09,True,1
366,conf/icde/WhangLKLL07,conf/asiasim/KimC04,False,8
367,conf/gecco/Posik09b,conf/gecco/Posik10a,True,5
368,journals/ijwoc/LiuVMNK04,conf/dfn/Bruggemann-KleinJKSSWS01,False,5
369,conf/vlsid/GhoshN95,conf/aina/KalapriyaNN06,True,7
370,journals/dt/Sangiovanni-VincentelliSSYM09,conf/iscas/PainSOWY01,False,4
371,journals/jql/BagavandasM08,conf/icassp/NaimDSCM10,False,6
372,conf/dagstuhl/AhmedBHM08a,journals/ki/BachfischerBHWW07,False,4
373,conf/aspdac/DongX09,conf/isnn/XieXL05,False,3
374,journals/ijcv/CarceroniK02,conf/fpl/AndersonNCKMC04,False,7
375,conf/pervasive/RekimotoMK04,journals/biosystems/Garcia-ArnauMRS07,False,8
376,series/synthesis/2009Mazumdar,conf/infocom/KotopoulosLM01,True,4
377,conf/icmcs/BuyukkayaAC10,journals/ki/Baumgartel97,False,2
379,conf/globecom/LiuCS06,journals/jss/CaiCWYZ01,False,3
380,journals/njc/Hofmann00,conf/ieaaie/VargasBBHC88,False,1
381,journals/ipl/HuntMPS96,conf/infocom/ChafekarLKMPS08,False,8
382,conf/ismis/LiuZO00,conf/cocoon/WeihrauchZ01,False,3
384,conf/csl/HonsellMST92,conf/vlsi/Smith03a,False,7
386,conf/avss/QasemiZadehSOMHSW09,conf/mobisys/DeRKTMSSC06,False,5
388,conf/sicherheit/SchmerlFM06,conf/pods/MeierSWL10,False,5
389,conf/smc/DangLLT04,journals/nar/JayapandianCTYEILNSAASJ07,False,7
391,conf/eurocast/ChaczkoCB07,journals/jcisd/LiuWGZX03,False,5
392,journals/corr/abs-0805-4471,conf/nime/PattenRI02,True,1
395,journals/cvgip/Kanatani84,conf/mva/AckermannK07,True,1
396,conf/europar/Koppler98,conf/webist/ObuMYKO08,False,2
397,journals/pervasive/SchmidtSK10,conf/xml/SchmidtWMK03,False,6
399,journals/nar/SelvaraniSRSS04,journals/ieicet/KideraKSS08,False,8
400,conf/apweb/LiuCZX06,journals/amc/LiuZG10,False,5
401,conf/icete/RigasA08,conf/icete/Al-OmarR08,True,1
402,conf/iat/ShenZY03,journals/corr/abs-cs-0611149,False,7
403,conf/infocom/BarrosCMW09,journals/corr/abs-1006-0334,True,5
404,conf/otm/KonstantinouTK08,conf/vtc/SallentPAGKMKL06,False,6
405,conf/globecom/JinCT06,journals/corr/cs-LG-0212031,False,7
406,journals/corr/abs-0710-4757,conf/fpl/LindosoEIL08,True,3
408,conf/civr/LiuZNXL10,conf/ssiri/ZhangLA10,False,3
409,conf/ds/TangY88,conf/dasfaa/XuTLJT10,True,5
410,journals/corr/abs-1001-2488,conf/iptcomm/JouvePCK08,False,6
412,conf/iscas/CaiLZH05,conf/sigmod/TaoFPL04,False,5
413,journals/corr/abs-0807-3574,conf/dawak/CarageaZPH06,False,1
414,journals/cagd/RollerA09,conf/him/Roller91,False,4
415,journals/fuin/RheeLPSFGP09,conf/icra/TadakumaTNYPUI09,False,5
418,journals/tc/MutyamWRNKXI09,conf/globecom/WangFG07,False,5
419,journals/vlc/TaoG00,journals/eor/LiTW09,False,7
420,conf/aaai/Silaghi05,conf/socialcom/QinMS10,True,4
421,conf/aime/SoualmiaBD03,conf/sac/KimYL98,False,1
422,conf/cbms/GreenshieldsY98,conf/vtc/MacuhaS09,False,5
423,journals/corr/abs-1005-0162,journals/sigmod/CruzKLSWY02,False,7
426,conf/hpcs/DantasP05,conf/hpcs/FerreiraDPMR07,True,6
427,conf/das/HeSNFF08,conf/icic/SunXF06,False,5
428,journals/amc/OrhanK04,conf/schule/MullerH99,False,4
429,journals/kbs/PulidoRHCLE06,conf/seke/CostaRSNF07,False,2
430,conf/icdar/ZhuSMHN09,conf/icfem/DongHSZ06,False,4
433,conf/wsom/HerrmannU09,journals/computer/BourianoffBCHZ08,False,3
435,journals/ieicet/HanILS05,conf/acisp/HwangKLL03,True,1
436,conf/ispec/JiangLHD05,conf/bmei/ZhangHFHL08,False,8
437,journals/ijbc/ParkerSG08,journals/ar/Thomas03,False,5
438,conf/icee/WangZM10,conf/IEEEicci/WangWZW06,True,4
439,journals/orl/LeeK06,journals/orl/Lee04,True,8
440,conf/isnn/ChenZZ09,conf/rsfdgrc/BhatRSVP09,False,7
441,conf/aaim/He07,conf/gcc/ZhouYLHS10,False,2
442,journals/tosem/PaytonJRR10,conf/trec/BoughanemJMS99,False,1
443,journals/ton/FanCAKW06,conf/icra/DivelbissW94,True,4
444,journals/pr/WangB96,conf/avss/WassantachatLCWT09,False,8
445,conf/biocomp/Emmert-StreibR08,conf/iccS/DantasP05,False,2
446,journals/automatica/ZhouWW09,conf/mswim/WangPWS06a,False,3
447,journals/siamco/GuoW09,conf/cis/ZhuWY09,True,1
448,series/asc/Kim07,journals/pvldb/KimH09,False,1
449,conf/mum/Nylander08,conf/interact/Nylander09,True,3
450,journals/lre/CalhounCBMJSB10,conf/acl/GoldwaterJM08,True,5
451,conf/podc/RaynalTA96,conf/ssd/ChenTKS03,False,3
452,journals/presence/LiuP96,conf/crv/OkounevaMGE08,False,1
453,conf/candc/MorrisonBM07,conf/usenix/ZajcewRBPGKLLBRN93,False,1
454,journals/iwc/Booth90,journals/nn/AomoriOTT08,False,8
456,conf/iwcmc/PrinzEW09,conf/lwa/StegmannKW04,True,2
457,conf/pcm/FanZW01,conf/pdcat/TuZZWF06,False,3
458,conf/cluster/XieQ06,journals/ase/XieN06,False,2
459,conf/csreaSAM/LeeLKJL05,journals/paapp/LuoLW06,False,3
460,conf/cmg/DomanskiD06,conf/cmg/Domanski84a,True,7
461,conf/anlp/PaulussenM92,conf/gldv/Martin95,True,1
463,journals/siamcomp/KawaguchiK86,conf/ecows/KleinK04,False,8
467,conf/psb/ChindelevitchLB10,conf/iat/ThompsonZJR07,False,2
468,conf/iccS/SamulyakLP04,conf/disco/DiazHKLV93,False,3
470,conf/isbi/XuSDJG06,conf/3dpvt/GerigDLXJPJ06,True,7
471,journals/tip/GilI04,conf/ciarp/VilarinoSVMR06a,True,4
